 # 
 #  Radius              Mass                  Rho                   Pressure 
  #-------------------------------------
  1.700000000000001E+00   1.964090943080916E-02   9.588317058587781E-04   9.193582401600542E-05
  1.750000000000001E+00   2.140663905791510E-02   9.563572491061722E-04   9.146191879179252E-05
  1.800000000000001E+00   2.327211229884751E-02   9.538122971391893E-04   9.097578981739371E-05
  1.850000000000001E+00   2.523963429060033E-02   9.511971156324924E-04   9.047759527875730E-05
  1.900000000000001E+00   2.731146287257948E-02   9.485119785422101E-04   8.996749734380582E-05
  1.950000000000001E+00   2.948980740510685E-02   9.457571681292456E-04   8.944566210678503E-05
  2.000000000000001E+00   3.177682760143739E-02   9.429329749841662E-04   8.891225953124901E-05
  2.050000000000001E+00   3.417463237370145E-02   9.400396980534764E-04   8.836746339164711E-05
  2.100000000000001E+00   3.668527869318716E-02   9.370776446671063E-04   8.781145121348514E-05
  2.150000000000000E+00   3.931077046537967E-02   9.340471305669684E-04   8.724440421203873E-05
  2.200000000000000E+00   4.205305742017698E-02   9.309484799364573E-04   8.666650722960005E-05
  2.250000000000000E+00   4.491403401770413E-02   9.277820254307796E-04   8.607794867124397E-05
  2.300000000000000E+00   4.789553837015022E-02   9.245481082080109E-04   8.547892043910118E-05
  2.350000000000000E+00   5.099935118005522E-02   9.212470779607888E-04   8.486961786512917E-05
  2.399999999999999E+00   5.422719469547551E-02   9.178792929485553E-04   8.425023964237398E-05
  2.449999999999999E+00   5.758073168246019E-02   9.144451200302661E-04   8.362098775471677E-05
  2.499999999999999E+00   6.106156441527182E-02   9.109449346974916E-04   8.298206740510172E-05
  2.549999999999999E+00   6.467123368478817E-02   9.073791211078339E-04   8.233368694224250E-05
  2.599999999999999E+00   6.841121782552337E-02   9.037480721185869E-04   8.167605778580626E-05
  2.649999999999999E+00   7.228293176170958E-02   9.000521893205691E-04   8.100939435007496E-05
  2.699999999999998E+00   7.628772607288177E-02   8.962918830720566E-04   8.033391396608531E-05
  2.749999999999998E+00   8.042688607941101E-02   8.924675725327462E-04   7.964983680224926E-05
  2.799999999999998E+00   8.470163094843308E-02   8.885796856976777E-04   7.895738578345837E-05
  2.849999999999998E+00   8.911311282062154E-02   8.846286594310412E-04   7.825678650867610E-05
  2.899999999999998E+00   9.366241595825579E-02   8.806149394997980E-04   7.754826716702328E-05
  2.949999999999998E+00   9.835055591503671E-02   8.765389806070396E-04   7.683205845236282E-05
  2.999999999999997E+00   1.031784787281037E-01   8.724012464250086E-04   7.610839347639086E-05
  3.049999999999997E+00   1.081470601327087E-01   8.682022096277022E-04   7.537750768024246E-05
  3.099999999999997E+00   1.132571048000034E-01   8.639423519229804E-04   7.463963874462109E-05
  3.149999999999997E+00   1.185093455983979E-01   8.596221640840937E-04   7.389502649846206E-05
  3.199999999999997E+00   1.239044428789491E-01   8.552421459805483E-04   7.314391282614135E-05
  3.249999999999996E+00   1.294429837852379E-01   8.508028066082186E-04   7.238654157324218E-05
  3.299999999999996E+00   1.351254815881957E-01   8.463046641186205E-04   7.162315845089311E-05
  3.349999999999996E+00   1.409523750463401E-01   8.417482458472500E-04   7.085401093869224E-05
  3.399999999999996E+00   1.469240277918791E-01   8.371340883408937E-04   7.007934818623392E-05
  3.449999999999996E+00   1.530407277431452E-01   8.324627373838125E-04   6.929942091325504E-05
  3.499999999999996E+00   1.593026865438180E-01   8.277347480226973E-04   6.851448130841982E-05
  3.549999999999995E+00   1.657100390293936E-01   8.229506845902932E-04   6.772478292676322E-05
  3.599999999999995E+00   1.722628427213599E-01   8.181111207275848E-04   6.693058058581449E-05
  3.649999999999995E+00   1.789610773495323E-01   8.132166394044315E-04   6.613213026042373E-05
  3.699999999999995E+00   1.858046444030050E-01   8.082678329385422E-04   6.532968897631672E-05
  3.749999999999995E+00   1.927933667101709E-01   8.032653030126696E-04   6.452351470240359E-05
  3.799999999999994E+00   1.999269880482587E-01   7.982096606899070E-04   6.371386624186965E-05
  3.849999999999994E+00   2.072051727828353E-01   7.931015264269639E-04   6.290100312207802E-05
  3.899999999999994E+00   2.146275055377166E-01   7.879415300852946E-04   6.208518548331551E-05
  3.949999999999994E+00   2.221934908957263E-01   7.827303109399506E-04   6.126667396641517E-05
  3.999999999999994E+00   2.299025531307393E-01   7.774685176860251E-04   6.044572959929052E-05
  4.049999999999994E+00   2.377540359714402E-01   7.721568084425538E-04   5.962261368241906E-05
  4.099999999999993E+00   2.457472023972226E-01   7.667958507537332E-04   5.879758767331415E-05
  4.149999999999993E+00   2.538812344666493E-01   7.613863215873172E-04   5.797091307002656E-05
  4.199999999999993E+00   2.621552331788878E-01   7.559289073300445E-04   5.714285129371951E-05
  4.249999999999993E+00   2.705682183685268E-01   7.504243037799530E-04   5.631366357036271E-05
  4.299999999999993E+00   2.791191286341746E-01   7.448732161354282E-04   5.548361081159364E-05
  4.349999999999993E+00   2.878068213012299E-01   7.392763589808361E-04   5.465295349479621E-05
  4.399999999999992E+00   2.966300724192085E-01   7.336344562685832E-04   5.382195154244997E-05
  4.449999999999992E+00   3.055875767939981E-01   7.279482412974472E-04   5.299086420080464E-05
  4.499999999999992E+00   3.146779480554065E-01   7.222184566870191E-04   5.215994991793796E-05
  4.549999999999992E+00   3.238997187603535E-01   7.164458543480941E-04   5.132946622125704E-05
  4.599999999999992E+00   3.332513405320499E-01   7.106311954488481E-04   5.049966959450589E-05
  4.649999999999991E+00   3.427311842354912E-01   7.047752503766341E-04   4.967081535434472E-05
  4.699999999999991E+00   3.523375401895822E-01   6.988787986952332E-04   4.884315752656924E-05
  4.749999999999991E+00   3.620686184161956E-01   6.929426290973900E-04   4.801694872204030E-05
  4.799999999999991E+00   3.719225489264511E-01   6.869675393524644E-04   4.719244001239797E-05
  4.849999999999991E+00   3.818973820444883E-01   6.809543362490312E-04   4.636988080563587E-05
  4.899999999999991E+00   3.919910887689891E-01   6.749038355322548E-04   4.554951872161489E-05
  4.949999999999990E+00   4.022015611726889E-01   6.688168618358714E-04   4.473159946759831E-05
  4.999999999999990E+00   4.125266128400973E-01   6.626942486086064E-04   4.391636671389254E-05
  5.049999999999990E+00   4.229639793436309E-01   6.565368380348594E-04   4.310406196968112E-05
  5.099999999999990E+00   4.335113187583408E-01   6.503454809494865E-04   4.229492445914189E-05
  5.149999999999990E+00   4.441662122153965E-01   6.441210367465140E-04   4.148919099794041E-05
  5.199999999999990E+00   4.549261644944667E-01   6.378643732816168E-04   4.068709587019498E-05
  5.249999999999989E+00   4.657886046551152E-01   6.315763667681987E-04   3.988887070601183E-05
  5.299999999999989E+00   4.767508867073055E-01   6.252579016669137E-04   3.909474435969120E-05
  5.349999999999989E+00   4.878102903210849E-01   6.189098705684700E-04   3.830494278870803E-05
  5.399999999999989E+00   4.989640215754931E-01   6.125331740695630E-04   3.751968893357335E-05
  5.449999999999989E+00   5.102092137467134E-01   6.061287206417865E-04   3.673920259868489E-05
  5.499999999999988E+00   5.215429281354577E-01   5.996974264933765E-04   3.596370033427787E-05
  5.549999999999988E+00   5.329621549335499E-01   5.932402154236466E-04   3.519339531958945E-05
  5.599999999999988E+00   5.444638141296405E-01   5.867580186699808E-04   3.442849724735215E-05
  5.649999999999988E+00   5.560447564539573E-01   5.802517747472533E-04   3.366921220973372E-05
  5.699999999999988E+00   5.677017643619667E-01   5.737224292795545E-04   3.291574258584335E-05
  5.749999999999988E+00   5.794315530567857E-01   5.671709348241076E-04   3.216828693092521E-05
  5.799999999999987E+00   5.912307715501559E-01   5.605982506872689E-04   3.142703986736260E-05
  5.849999999999987E+00   6.030960037617532E-01   5.540053427325136E-04   3.069219197761698E-05
  5.899999999999987E+00   6.150237696565768E-01   5.473931831803178E-04   2.996392969922809E-05
  5.949999999999987E+00   6.270105264201231E-01   5.407627503998575E-04   2.924243522200185E-05
  5.999999999999987E+00   6.390526696710158E-01   5.341150286924547E-04   2.852788638751417E-05
  6.049999999999986E+00   6.511465347107266E-01   5.274510080667141E-04   2.782045659105929E-05
  6.099999999999986E+00   6.632883978099838E-01   5.207716840053019E-04   2.712031468617180E-05
  6.149999999999986E+00   6.754744775314290E-01   5.140780572233347E-04   2.642762489185182E-05
  6.199999999999986E+00   6.877009360880422E-01   5.073711334183563E-04   2.574254670262275E-05
  6.249999999999986E+00   6.999638807368195E-01   5.006519230118940E-04   2.506523480155074E-05
  6.299999999999986E+00   7.122593652071448E-01   4.939214408826025E-04   2.439583897635462E-05
  6.349999999999985E+00   7.245833911632612E-01   4.871807060910147E-04   2.373450403873397E-05
  6.399999999999985E+00   7.369319097002031E-01   4.804307415959369E-04   2.308136974704219E-05
  6.449999999999985E+00   7.493008228725156E-01   4.736725739625394E-04   2.243657073242974E-05
  6.499999999999985E+00   7.616859852550416E-01   4.669072330622122E-04   2.180023642858110E-05
  6.549999999999985E+00   7.740832055350197E-01   4.601357517642700E-04   2.117249100516699E-05
  6.599999999999985E+00   7.864882481346953E-01   4.533591656196088E-04   2.055345330513079E-05
  6.649999999999984E+00   7.988968348636052E-01   4.465785125364348E-04   1.994323678592547E-05
  6.699999999999984E+00   8.113046465996575E-01   4.397948324482043E-04   1.934194946481441E-05
  6.749999999999984E+00   8.237073249980864E-01   4.330091669739291E-04   1.874969386834561E-05
  6.799999999999984E+00   8.361004742273234E-01   4.262225590710257E-04   1.816656698610540E-05
  6.849999999999984E+00   8.484796627307861E-01   4.194360526809002E-04   1.759266022885349E-05
  6.899999999999983E+00   8.608404250135472E-01   4.126506923674841E-04   1.702805939113640E-05
  6.949999999999983E+00   8.731782634528069E-01   4.058675229489534E-04   1.647284461847192E-05
  6.999999999999983E+00   8.854886501310568E-01   3.990875891228833E-04   1.592709037919153E-05
  7.049999999999983E+00   8.977670286907837E-01   3.923119350851111E-04   1.539086544102245E-05
  7.099999999999983E+00   9.100088162095276E-01   3.855416041425980E-04   1.486423285248477E-05
  7.149999999999983E+00   9.222094050940732E-01   3.787776383206012E-04   1.434724992917322E-05
  7.199999999999982E+00   9.343641649925212E-01   3.720210779644872E-04   1.383996824498591E-05
  7.249999999999982E+00   9.464684447229494E-01   3.652729613365333E-04   1.334243362835606E-05
  7.299999999999982E+00   9.585175742173503E-01   3.585343242080878E-04   1.285468616353502E-05
  7.349999999999982E+00   9.705068664794927E-01   3.518061994474737E-04   1.237676019696756E-05
  7.399999999999982E+00   9.824316195553353E-01   3.450896166040407E-04   1.190868434879238E-05
  7.449999999999982E+00   9.942871185145884E-01   3.383856014887867E-04   1.145048152949280E-05
  7.499999999999981E+00   1.006068637441997E+00   3.316951757519883E-04   1.100216896171424E-05
  7.549999999999981E+00   1.017771441436898E+00   3.250193564582937E-04   1.056375820725634E-05
  7.599999999999981E+00   1.029390788619577E+00   3.183591556597492E-04   1.013525519923885E-05
  7.649999999999981E+00   1.040921932142941E+00   3.117155799672441E-04   9.716660279431535E-06
  7.699999999999981E+00   1.052360122207999E+00   3.050896301208706E-04   9.307968240728963E-06
  7.749999999999980E+00   1.063700608081628E+00   2.984823005597127E-04   8.909168374741869E-06
  7.799999999999980E+00   1.074938640115097E+00   2.918945789915849E-04   8.520244524467458E-06
  7.849999999999980E+00   1.086069471761808E+00   2.853274459632549E-04   8.141175141991415E-06
  7.899999999999980E+00   1.097088361592697E+00   2.787818744316938E-04   7.771933351164869E-06
  7.949999999999980E+00   1.107990575307750E+00   2.722588293369042E-04   7.412487015190153E-06
  7.999999999999980E+00   1.118771387742074E+00   2.657592671768850E-04   7.062798809039492E-06
  8.049999999999979E+00   1.129426084864970E+00   2.592841355852963E-04   6.722826296621431E-06
  8.099999999999980E+00   1.139949965770451E+00   2.528343729123931E-04   6.392522012600308E-06
  8.149999999999981E+00   1.150338344657658E+00   2.464109078097980E-04   6.071833548764877E-06
  8.199999999999982E+00   1.160586552799649E+00   2.400146588196846E-04   5.760703644832958E-06
  8.249999999999982E+00   1.170689940499005E+00   2.336465339689450E-04   5.459070283570138E-06
  8.299999999999983E+00   1.180643879028771E+00   2.273074303689110E-04   5.166866790091733E-06
  8.349999999999984E+00   1.190443762557214E+00   2.209982338211949E-04   4.884021935208752E-06
  8.399999999999984E+00   1.200085010054919E+00   2.147198184302136E-04   4.610460042670391E-06
  8.449999999999985E+00   1.209563067182783E+00   2.084730462229519E-04   4.346101100147702E-06
  8.499999999999986E+00   1.218873408159457E+00   2.022587667765105E-04   4.090860873795487E-06
  8.549999999999986E+00   1.228011537606837E+00   1.960778168539805E-04   3.844651026222312E-06
  8.599999999999987E+00   1.236972992372228E+00   1.899310200491681E-04   3.607379237691748E-06
  8.649999999999988E+00   1.245753343325841E+00   1.838191864406863E-04   3.378949330371581E-06
  8.699999999999989E+00   1.254348197132305E+00   1.777431122559139E-04   3.159261395441840E-06
  8.749999999999989E+00   1.262753197994922E+00   1.717035795453043E-04   2.948211922867066E-06
  8.799999999999990E+00   1.270964029371443E+00   1.657013558675161E-04   2.745693933633320E-06
  8.849999999999991E+00   1.278976415660150E+00   1.597371939858098E-04   2.551597114246022E-06
  8.899999999999991E+00   1.286786123855120E+00   1.538118315761451E-04   2.365807953280842E-06
  8.949999999999992E+00   1.294388965169539E+00   1.479259909473836E-04   2.188209879776541E-06
  8.999999999999993E+00   1.301780796626028E+00   1.420803787739860E-04   2.018683403255934E-06
  9.049999999999994E+00   1.308957522612968E+00   1.362756858415653E-04   1.857106255158901E-06
  9.099999999999994E+00   1.315915096405855E+00   1.305125868056356E-04   1.703353531469857E-06
  9.149999999999995E+00   1.322649521652787E+00   1.247917399638699E-04   1.557297836321012E-06
  9.199999999999996E+00   1.329156853823223E+00   1.191137870421541E-04   1.418809426352364E-06
  9.249999999999996E+00   1.335433201619222E+00   1.134793529946977E-04   1.287756355609520E-06
  9.299999999999997E+00   1.341474728348400E+00   1.078890458184333E-04   1.164004620761201E-06
  9.349999999999998E+00   1.347277653257939E+00   1.023434563819112E-04   1.047418306419616E-06
  9.399999999999999E+00   1.352838252828992E+00   9.684315826886209E-05   9.378597303487873E-07
  9.449999999999999E+00   1.358152862030925E+00   9.138870763657763E-05   8.351895883483862E-07
  9.500000000000000E+00   1.363217875534875E+00   8.598064308922418E-05   7.392670986036553E-07
  9.550000000000001E+00   1.368029748886158E+00   8.061948556617858E-05   6.499501452955277E-07
  9.600000000000001E+00   1.372584999635142E+00   7.530573824544409E-05   5.670954212691341E-07
  9.650000000000002E+00   1.376880208426220E+00   7.003988646217534E-05   4.905585695634412E-07
  9.700000000000003E+00   1.380912020044622E+00   6.482239764231168E-05   4.201943236097975E-07
  9.750000000000004E+00   1.384677144420823E+00   5.965372125128941E-05   3.558566459126537E-07
  9.800000000000004E+00   1.388172357592386E+00   5.453428875777416E-05   2.973988650316293E-07
  9.850000000000005E+00   1.391394502623122E+00   4.946451361232688E-05   2.446738106904071E-07
  9.900000000000006E+00   1.394340490479518E+00   4.444479124088859E-05   1.975339468446167E-07
  9.950000000000006E+00   1.397007300864423E+00   3.947549905294236E-05   1.558315025478853E-07
  1.000000000000001E+01   1.399391983008051E+00   3.455699646418398E-05   1.194186004625624E-07
  1.005000000000001E+01   1.401491656416408E+00   2.968962493350775E-05   8.814738286923650E-08
  1.010000000000001E+01   1.403303511577292E+00   2.487370801408845E-05   6.187013503701280E-08
  1.015000000000001E+01   1.404824810624086E+00   2.010955141831711E-05   4.043940582459396E-08
  1.020000000000001E+01   1.406052887957596E+00   1.539744309632512E-05   2.370812539045700E-08
  1.025000000000001E+01   1.406985150826237E+00   1.073765332780964E-05   1.152971989882215E-08
  1.030000000000001E+01   1.407619079864922E+00   6.130434826852538E-06   3.758223116628650E-09
  1.035000000000001E+01   1.407952229593051E+00   1.576022859405514E-06   2.483848053368734E-10
 # Radius of star =   10.367454465468455     
 # Mass of star =   1.4254066950614952     
