 # 
 #     X                 Y estimated 
  #-------------------------------------
   0.0000  1.000000000000000E+00   0.000000000000000E+00
   0.0050  9.999958333420139E-01  -1.666663194444445E-03
   0.0100  9.999833334182097E-01  -3.333300154449589E-03
   0.0150  9.999625004224900E-01  -4.999887542072485E-03
   0.0200  9.999333346667629E-01  -6.666400009279651E-03
   0.0250  9.998958365882803E-01  -8.332812503134243E-03
   0.0300  9.998500067494196E-01  -9.999100014431106E-03
   0.0350  9.997958458375774E-01  -1.166523754542464E-02
   0.0400  9.997333546651288E-01  -1.333120010380123E-02
   0.0450  9.996625341694027E-01  -1.499696270136941E-02
   0.0500  9.995833854126608E-01  -1.666250035392144E-02
   0.0550  9.994959095820767E-01  -1.832778808145492E-02
   0.0600  9.994001079897136E-01  -1.999280090852282E-02
   0.0650  9.992959820725003E-01  -2.165751386463502E-02
   0.0700  9.991835333922050E-01  -2.332190198468213E-02
   0.0750  9.990627636354077E-01  -2.498594030936983E-02
   0.0800  9.989336746134694E-01  -2.664960388565824E-02
   0.0850  9.987962682624999E-01  -2.831286776720400E-02
   0.0900  9.986505466433234E-01  -2.997570701480359E-02
   0.0950  9.984965119414414E-01  -3.163809669683738E-02
   0.1000  9.983341664669936E-01  -3.330001188971404E-02
   0.1050  9.981635126547167E-01  -3.496142767831502E-02
   0.1100  9.979845530639011E-01  -3.662231915643904E-02
   0.1150  9.977972903783450E-01  -3.828266142724657E-02
   0.1200  9.976017274063063E-01  -3.994242960370412E-02
   0.1250  9.973978670804529E-01  -4.160159880902842E-02
   0.1300  9.971857124578101E-01  -4.326014417713041E-02
   0.1350  9.969652667197058E-01  -4.491804085305907E-02
   0.1400  9.967365331717141E-01  -4.657526399344497E-02
   0.1450  9.964995152435959E-01  -4.823178876694368E-02
   0.1500  9.962542164892382E-01  -4.988759035467892E-02
   0.1550  9.960006405865899E-01  -5.154264395068546E-02
   0.1600  9.957387913375968E-01  -5.319692476235179E-02
   0.1650  9.954686726681333E-01  -5.485040801086251E-02
   0.1700  9.951902886279327E-01  -5.650306893164045E-02
   0.1750  9.949036433905143E-01  -5.815488277478856E-02
   0.1800  9.946087412531096E-01  -5.980582480553145E-02
   0.1850  9.943055866365852E-01  -6.145587030465669E-02
   0.1900  9.939941840853639E-01  -6.310499456895576E-02
   0.1950  9.936745382673436E-01  -6.475317291166471E-02
   0.2000  9.933466539738141E-01  -6.640038066290455E-02
   0.2050  9.930105361193712E-01  -6.804659317012118E-02
   0.2100  9.926661897418295E-01  -6.969178579852514E-02
   0.2150  9.923136200021323E-01  -7.133593393153091E-02
   0.2200  9.919528321842591E-01  -7.297901297119588E-02
   0.2250  9.915838316951319E-01  -7.462099833865898E-02
