 # 
 #     X                 Y estimated 
  #-------------------------------------
   0.0000  1.000000000000000E+00   0.000000000000000E+00
   0.0100  9.999833334722222E-01  -3.333305555555555E-03
   0.0200  9.999333346913455E-01  -6.666401238683106E-03
   0.0300  9.998500067597313E-01  -9.999100358664815E-03
   0.0400  9.997333546675964E-01  -1.333120016614070E-02
   0.0500  9.995833854101582E-01  -1.666250030461704E-02
   0.0600  9.994001079837693E-01  -1.999280081026877E-02
   0.0700  9.991835333837303E-01  -2.332190186448780E-02
   0.0800  9.989336746030527E-01  -2.664960375636622E-02
   0.0900  9.986505466313674E-01  -2.997570688291123E-02
   0.1000  9.983341664537863E-01  -3.330001175862352E-02
   0.1100  9.979845530496558E-01  -3.662231902794642E-02
   0.1200  9.976017273911858E-01  -3.994242947873385E-02
   0.1300  9.971857124419414E-01  -4.326014405611899E-02
   0.1400  9.967365331551985E-01  -4.657526387655048E-02
   0.1500  9.962542164721577E-01  -4.988759024189963E-02
   0.1600  9.957387913200187E-01  -5.319692465359509E-02
   0.1700  9.951902886099131E-01  -5.650306882676370E-02
   0.1800  9.946087412346958E-01  -5.980582470436659E-02
   0.1900  9.939941840665960E-01  -6.310499447132407E-02
   0.2000  9.933466539547264E-01  -6.640038056862570E-02
   0.2100  9.926661897224521E-01  -6.969178570742242E-02
   0.2200  9.919528321646178E-01  -7.297901288309927E-02
   0.2300  9.912066240446357E-01  -7.626186538932674E-02
   0.2400  9.904276100914319E-01  -7.954014683208940E-02
   0.2500  9.896158369962532E-01  -8.281366114369068E-02
   0.2600  9.887713534093342E-01  -8.608221259673234E-02
   0.2700  9.878942099364241E-01  -8.934560581806773E-02
   0.2800  9.869844591351745E-01  -9.260364580272758E-02
   0.2900  9.860421555113884E-01  -9.585613792781711E-02
   0.3000  9.850673555151297E-01  -9.910288796638361E-02
   0.3100  9.840601175366946E-01  -1.023437021012532E-01
   0.3200  9.830205019024449E-01  -1.055783869388356E-01
   0.3300  9.819485708705032E-01  -1.088067495228964E-01
   0.3400  9.808443886263105E-01  -1.120285973482949E-01
   0.3500  9.797080212780468E-01  -1.152437383746868E-01
   0.3600  9.785395368519146E-01  -1.184519810401917E-01
   0.3700  9.773390052872863E-01  -1.216531342750218E-01
   0.3800  9.761064984317152E-01  -1.248470075150742E-01
