 # 
 #  Radius              Mass                  Rho                   Pressure 
  #-------------------------------------
  3.500000000000002E+00   1.655079004017149E-02   8.710768017737473E-05   7.587747945883802E-07
  3.600000000000002E+00   1.792470558467418E-02   8.639432981252786E-05   7.463980223755840E-07
  3.700000000000002E+00   1.936502683324070E-02   8.566431073666006E-05   7.338374133987052E-07
  3.800000000000002E+00   2.087229966806525E-02   8.491789906396909E-05   7.211049581438443E-07
  3.900000000000002E+00   2.244697339607631E-02   8.415537718777286E-05   7.082127509616321E-07
  4.000000000000002E+00   2.408939947310156E-02   8.337703367167223E-05   6.951729743887165E-07
  4.100000000000001E+00   2.579983032723145E-02   8.258316313750835E-05   6.819978833796317E-07
  4.200000000000001E+00   2.757841828297573E-02   8.177406615009402E-05   6.686997894719953E-07
  4.300000000000001E+00   2.942521458772463E-02   8.095004909870334E-05   6.552910449082481E-07
  4.400000000000000E+00   3.134016854194192E-02   8.011142407530786E-05   6.417840267373817E-07
  4.500000000000000E+00   3.332312673442973E-02   7.925850874955186E-05   6.281911209202789E-07
  4.600000000000000E+00   3.537383238391591E-02   7.839162624046289E-05   6.145247064624430E-07
  4.699999999999999E+00   3.749192478812284E-02   7.751110498489805E-05   6.007971395979888E-07
  4.799999999999999E+00   3.967693888138314E-02   7.661727860273037E-05   5.870207380488403E-07
  4.899999999999999E+00   4.192830490177151E-02   7.571048575878333E-05   5.732077653830933E-07
  4.999999999999998E+00   4.424534816862416E-02   7.479107002152605E-05   5.593704154964813E-07
  5.099999999999998E+00   4.662728897121692E-02   7.385937971854548E-05   5.455207972408287E-07
  5.199999999999998E+00   4.907324256927115E-02   7.291576778881617E-05   5.316709192232562E-07
  5.299999999999997E+00   5.158221930585270E-02   7.196059163179276E-05   5.178326747997643E-07
  5.399999999999997E+00   5.415312483312280E-02   7.099421295335438E-05   5.040178272866231E-07
  5.499999999999996E+00   5.678476045129267E-02   7.001699760863488E-05   4.902379954127582E-07
  5.599999999999996E+00   5.947582356102379E-02   6.902931544177744E-05   4.765046390360414E-07
  5.699999999999996E+00   6.222490822940513E-02   6.803154012265678E-05   4.628290451460659E-07
  5.799999999999995E+00   6.503050586952575E-02   6.702404898061691E-05   4.492223141756135E-07
  5.899999999999995E+00   6.789100603354777E-02   6.600722283527755E-05   4.356953466425986E-07
  5.999999999999995E+00   7.080469731906903E-02   6.498144582446700E-05   4.222588301438141E-07
  6.099999999999994E+00   7.376976838844874E-02   6.394710522934470E-05   4.089232267212885E-07
  6.199999999999994E+00   7.678430910065165E-02   6.290459129678158E-05   3.956987606215129E-07
  6.299999999999994E+00   7.984631175504826E-02   6.185429705907162E-05   3.825954064671875E-07
  6.399999999999993E+00   8.295367244648917E-02   6.079661815105348E-05   3.696228778605005E-07
  6.499999999999993E+00   8.610419253085187E-02   5.973195262472600E-05   3.567906164362512E-07
  6.599999999999993E+00   8.929558020013813E-02   5.866070076144720E-05   3.441077813824052E-07
  6.699999999999992E+00   9.252545216607934E-02   5.758326488181124E-05   3.315832394448835E-07
  6.799999999999992E+00   9.579133545108645E-02   5.650004915330373E-05   3.192255554325738E-07
  6.899999999999991E+00   9.909066928526009E-02   5.541145939584069E-05   3.070429832376902E-07
  6.999999999999991E+00   1.024208071080560E-01   5.431790288530193E-05   2.950434573857091E-07
  7.099999999999991E+00   1.057790186730803E-01   5.321978815517508E-05   2.832345851281713E-07
  7.199999999999990E+00   1.091624922543697E-01   5.211752479643153E-05   2.716236390906655E-07
  7.299999999999990E+00   1.125683369523913E-01   5.101152325576081E-05   2.602175504873025E-07
  7.399999999999990E+00   1.159935850978806E-01   4.990219463229497E-05   2.490229029119448E-07
  7.499999999999989E+00   1.194351947515170E-01   4.878995047295963E-05   2.380459267153853E-07
  7.599999999999989E+00   1.228900522973205E-01   4.767520256659308E-05   2.272924939765684E-07
  7.699999999999989E+00   1.263549751275402E-01   4.655836273697971E-05   2.167681140748181E-07
  7.799999999999988E+00   1.298267144166907E-01   4.543984263494832E-05   2.064779298688867E-07
  7.899999999999988E+00   1.333019579822824E-01   4.432005352969088E-05   1.964267144874665E-07
  7.999999999999988E+00   1.367773332296824E-01   4.319940609946074E-05   1.866188687346126E-07
  8.099999999999987E+00   1.402494101784366E-01   4.207831022181403E-05   1.770584191123219E-07
  8.199999999999987E+00   1.437147045672784E-01   4.095717476356134E-05   1.677490164612906E-07
  8.299999999999986E+00   1.471696810349500E-01   3.983640737060069E-05   1.586939352196449E-07
  8.399999999999986E+00   1.506107563738598E-01   3.871641425780572E-05   1.498960732982022E-07
  8.499999999999986E+00   1.540343028535082E-01   3.759759999914663E-05   1.413579525695830E-07
  8.599999999999985E+00   1.574366516105195E-01   3.648036731822364E-05   1.330817199672520E-07
  8.699999999999985E+00   1.608140961020274E-01   3.536511687939574E-05   1.250691491893321E-07
  8.799999999999985E+00   1.641628956190795E-01   3.425224707968920E-05   1.173216430008077E-07
  8.899999999999984E+00   1.674792788566427E-01   3.314215384167275E-05   1.098402361265104E-07
  8.999999999999984E+00   1.707594475367128E-01   3.203523040748733E-05   1.026255987260800E-07
  9.099999999999984E+00   1.739995800809625E-01   3.093186713421992E-05   9.567804044090342E-08
  9.199999999999983E+00   1.771958353292865E-01   2.983245129081159E-05   8.899751500186459E-08
  9.299999999999983E+00   1.803443563005453E-01   2.873736685669056E-05   8.258362538560169E-08
  9.399999999999983E+00   1.834412739917420E-01   2.764699432232106E-05   7.643562950584528E-08
  9.499999999999982E+00   1.864827112118171E-01   2.656171049185865E-05   7.055244642533139E-08
  9.599999999999982E+00   1.894647864461926E-01   2.548188828810191E-05   6.493266307273055E-08
  9.699999999999982E+00   1.923836177481515E-01   2.440789655992957E-05   5.957454144802219E-08
  9.799999999999981E+00   1.952353266531009E-01   2.334009989241057E-05   5.447602629877039E-08
  9.899999999999981E+00   1.980160421117288E-01   2.227885841977290E-05   4.963475324882859E-08
  9.999999999999980E+00   2.007219044380371E-01   2.122452764141486E-05   4.504805736011832E-08
  1.009999999999998E+01   2.033490692682074E-01   2.017745824113971E-05   4.071298210729367E-08
  1.019999999999998E+01   2.058937115262395E-01   1.913799590979195E-05   3.662628874432133E-08
  1.029999999999998E+01   2.083520293922850E-01   1.810648117146985E-05   3.278446604127921E-08
  1.039999999999998E+01   2.107202482695953E-01   1.708324921348543E-05   2.918374036900506E-08
  1.049999999999998E+01   2.129946247459966E-01   1.606862972023879E-05   2.582008610861412E-08
  1.059999999999998E+01   2.151714505458103E-01   1.506294671116928E-05   2.268923636235255E-08
  1.069999999999998E+01   2.172470564681444E-01   1.406651838294137E-05   1.978669394176275E-08
  1.079999999999998E+01   2.192178163074960E-01   1.307965695601756E-05   1.710774260870984E-08
  1.089999999999998E+01   2.210801507526254E-01   1.210266852576559E-05   1.464745854445571E-08
  1.099999999999998E+01   2.228305312596865E-01   1.113585291824118E-05   1.240072202167006E-08
  1.109999999999998E+01   2.244654838956283E-01   1.017950355078128E-05   1.036222925403687E-08
  1.119999999999998E+01   2.259815931479209E-01   9.233907297536802E-06   8.526504397950339E-09
  1.129999999999998E+01   2.273755056966958E-01   8.299344360066674E-06   6.887911680697052E-09
  1.139999999999998E+01   2.286439341454431E-01   7.376088143108431E-06   5.440667629490477E-09
  1.149999999999998E+01   2.297836607064516E-01   6.464405135633157E-06   4.178853375760034E-09
  1.159999999999997E+01   2.307915408372429E-01   5.564554797285322E-06   3.096427009199108E-09
  1.169999999999997E+01   2.316645068243044E-01   4.676789450300337E-06   2.187235956244053E-09
  1.179999999999997E+01   2.323995713104960E-01   3.801354176984928E-06   1.445029357888076E-09
  1.189999999999997E+01   2.329938307625750E-01   2.938486722837402E-06   8.634704220291697E-10
  1.199999999999997E+01   2.334444688753579E-01   2.088417405376837E-06   4.361487259080918E-10
  1.209999999999997E+01   2.337487599091178E-01   1.251369028741943E-06   1.565924446094553E-10
  1.219999999999997E+01   2.339040719568968E-01   4.275568041121056E-07   1.828048207425575E-11
 # Radius of star =   12.252324571424419     
 # Mass of star =  0.28622864338134280     
